Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1ht87wd,,,Collection,,,,,The George al-A'ma Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5036bfn,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0358|~|123183|~|94863_ca_object_representations_media_79882_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features militants during the Jordanian Administration of the West Bank. |~|بطاقة بريدية يظهر فيها عساكرخلال فترة الإدارة الأردنية في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Other,,image/jpeg,4855,6687,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/35184_ca_object_representations_media_79882_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/94863_ca_object_representations_media_79882_original.jpg,https://palarchive.org/index.php/Detail/objects/123183/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features militants during the Jordanian Administration of the West Bank.",بطاقة بريدية يظهر فيها عساكرخلال فترة الإدارة الأردنية في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5tf7h79,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0359|~|123184|~|56669_ca_object_representations_media_79884_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4415,6686,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/75233_ca_object_representations_media_79884_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/56669_ca_object_representations_media_79884_original.jpg,https://palarchive.org/index.php/Detail/objects/123184/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5jx60s7,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0360|~|123185|~|30685_ca_object_representations_media_79886_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,,,,"[31.7053821,35.2024425]",,,image/jpeg,4247,6360,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/77098_ca_object_representations_media_79886_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/30685_ca_object_representations_media_79886_original.jpg,https://palarchive.org/index.php/Detail/objects/123185/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual.",بطاقة بريدية يظهر فيها طقس ديني مسيحي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5201qbj,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0361|~|123186|~|15969_ca_object_representations_media_79888_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4899,6687,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/57257_ca_object_representations_media_79888_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/15969_ca_object_representations_media_79888_original.jpg,https://palarchive.org/index.php/Detail/objects/123186/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.,,,,
ark:/13030/m5g5296m,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0362|~|123187|~|13825_ca_object_representations_media_79890_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4458,6687,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/44489_ca_object_representations_media_79890_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/13825_ca_object_representations_media_79890_original.jpg,https://palarchive.org/index.php/Detail/objects/123187/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.,,,,
ark:/13030/m5mq2p6x,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0363|~|123188|~|40434_ca_object_representations_media_79892_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4542,6687,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/44840_ca_object_representations_media_79892_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/40434_ca_object_representations_media_79892_original.jpg,https://palarchive.org/index.php/Detail/objects/123188/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual.",بطاقة بريدية يظهر فيها طقس ديني مسيحي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m56n0sr5,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0364|~|123189|~|84224_ca_object_representations_media_79894_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,6687,4510,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/86916_ca_object_representations_media_79894_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/84224_ca_object_representations_media_79894_original.jpg,https://palarchive.org/index.php/Detail/objects/123189/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5x716v7,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0365|~|123190|~|2073_ca_object_representations_media_79896_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,6797,4542,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/64259_ca_object_representations_media_79896_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/2073_ca_object_representations_media_79896_original.jpg,https://palarchive.org/index.php/Detail/objects/123190/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5zw95vq,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0366|~|123191|~|94941_ca_object_representations_media_79898_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4510,6687,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/41203_ca_object_representations_media_79898_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/8/94941_ca_object_representations_media_79898_original.jpg,https://palarchive.org/index.php/Detail/objects/123191/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.,,,,
ark:/13030/m5tb8stk,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0367|~|123192|~|96417_ca_object_representations_media_79900_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration. |~|بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4636,6686,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/9/72303_ca_object_representations_media_79900_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/9/96417_ca_object_representations_media_79900_original.jpg,https://palarchive.org/index.php/Detail/objects/123192/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration.",بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5fz4wc8,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0368|~|123193|~|95339_ca_object_representations_media_79902_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4636,6686,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/9/11643_ca_object_representations_media_79902_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/9/95339_ca_object_representations_media_79902_original.jpg,https://palarchive.org/index.php/Detail/objects/123193/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5hx8zj4,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0369|~|123194|~|89778_ca_object_representations_media_79904_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4636,6686,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/9/14156_ca_object_representations_media_79904_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/9/9/89778_ca_object_representations_media_79904_original.jpg,https://palarchive.org/index.php/Detail/objects/123194/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,14 May 2019 at 12:24:47,9 March 2021 at 11:27:10,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
