Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
219,ark:/13030/m5kx2z43,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0222|~|84676|~|89464_ca_object_representations_media_56877_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,3972,5556,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/97408_ca_object_representations_media_56877_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/89464_ca_object_representations_media_56877_original.jpg,https://palarchive.org/index.php/Detail/objects/84676/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
220,ark:/13030/m5sj92qp,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0223|~|84677|~|54742_ca_object_representations_media_56878_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,5538,3981,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/44278_ca_object_representations_media_56878_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/54742_ca_object_representations_media_56878_original.jpg,https://palarchive.org/index.php/Detail/objects/84677/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
221,ark:/13030/m53v70b2,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0224|~|84678|~|90708_ca_object_representations_media_56879_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,5556,3959,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/97052_ca_object_representations_media_56879_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/90708_ca_object_representations_media_56879_original.jpg,https://palarchive.org/index.php/Detail/objects/84678/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:27,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
222,ark:/13030/m5dc5hzj,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0225|~|84679|~|24970_ca_object_representations_media_56880_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,3959,5556,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/94833_ca_object_representations_media_56880_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/24970_ca_object_representations_media_56880_original.jpg,https://palarchive.org/index.php/Detail/objects/84679/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
223,ark:/13030/m5rk21jd,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0226|~|84680|~|95143_ca_object_representations_media_56881_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال عِمَاد أحد أفراد عائلتها في مدينة القدس,Layla Tarazi During the Christening of a Family Member in the City of Jerusalem,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.|~|صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,ara,still image,1976; Date created,1976,,"[31.768319,35.21371]",,,image/jpeg,3959,5556,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/95564_ca_object_representations_media_56881_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/95143_ca_object_representations_media_56881_original.jpg,https://palarchive.org/index.php/Detail/objects/84680/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:53,A colour photograph of Layla Tarazi during the christening of a family member in the city of Jerusalem.,صورة ملونة خلال عِمَاد أحد أقارب ليلى ترزي فيمدينة القدس.,color photographs,,,
224,ark:/13030/m50367n3,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0227|~|84681|~|33366_ca_object_representations_media_56883_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في جمعية الشابات المسيحية في القدس,Layla Tarazi at the YWCA in Jerusalem,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.|~|صورة ملونة تظهر فيها ليلى ترزي في جمعية الشابات المسيحية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,eng,still image,,,,"[31.768319,35.21371]",,ywca|~|جمعية الشابات المسيحيات,image/jpeg,4576,6679,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/74352_ca_object_representations_media_56883_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/33366_ca_object_representations_media_56883_original.jpg,https://palarchive.org/index.php/Detail/objects/84681/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:52,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.,صورة ملونة تظهر فيها ليلى ترزي في جمعية الشابات المسيحية في مدينة القدس.,color photographs,ywca,جمعية الشابات المسيحيات,
225,ark:/13030/m5z39fs6,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0228|~|84682|~|90177_ca_object_representations_media_56885_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في جمعية الشابات المسيحية في القدس,Layla Tarazi at the YWCA in Jerusalem,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.|~|صورة ملونة تظهر فيها ليلى ترزي في جمعية الشابات المسيحية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,eng,still image,,,,"[31.768319,35.21371]",,ywca,image/jpeg,4545,6642,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/80666_ca_object_representations_media_56885_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/90177_ca_object_representations_media_56885_original.jpg,https://palarchive.org/index.php/Detail/objects/84682/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:52,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.,صورة ملونة تظهر فيها ليلى ترزي في جمعية الشابات المسيحية في مدينة القدس.,color photographs,ywca,,
226,ark:/13030/m5wb2s96,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0229|~|84683|~|76930_ca_object_representations_media_56887_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال تكريم ليزي ناصر في جمعية الشابات المسيحية في القدس,Layla Tarazi at the YWCA in Jerusalem,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.|~|صورة ملونة تظهر فيها ليلى ترزي خلال حفل تكريم ليزي ناصر في جمعية الشابات المسيحية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,eng|~|ara,still image,,,,"[31.768319,35.21371]",,ywca تكريم ليزي ناصر|~|Honoring Lizzie Nasser,image/jpeg,4567,6688,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/31487_ca_object_representations_media_56887_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/76930_ca_object_representations_media_56887_original.jpg,https://palarchive.org/index.php/Detail/objects/84683/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:52,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.,صورة ملونة تظهر فيها ليلى ترزي خلال حفل تكريم ليزي ناصر في جمعية الشابات المسيحية في مدينة القدس.,color photographs,ywca تكريم ليزي ناصر,Honoring Lizzie Nasser,
227,ark:/13030/m5pp6nq1,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0230|~|84684|~|4644_ca_object_representations_media_56889_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال تكريم ليزي ناصر في جمعية الشابات المسيحية في القدس,Layla Tarazi at the YWCA in Jerusalem,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.|~|صورة ملونة تظهر فيها ليلى ترزي خلال حفل تكريم ليزي ناصر في جمعية الشابات المسيحية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,eng|~|ara,still image,,,,"[31.768319,35.21371]",,ywca تكريم ليزي ناصر|~|Honoring Lizzie Nasser,image/jpeg,4576,6679,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/53843_ca_object_representations_media_56889_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/4644_ca_object_representations_media_56889_original.jpg,https://palarchive.org/index.php/Detail/objects/84684/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:52,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.,صورة ملونة تظهر فيها ليلى ترزي خلال حفل تكريم ليزي ناصر في جمعية الشابات المسيحية في مدينة القدس.,color photographs,ywca تكريم ليزي ناصر,Honoring Lizzie Nasser,
228,ark:/13030/m57m7r2d,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0231|~|84685|~|36214_ca_object_representations_media_56891_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال تكريم ليزي ناصر في جمعية الشابات المسيحية في القدس,Layla Tarazi at the YWCA in Jerusalem,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.|~|صورة ملونة تظهر فيها ليلى ترزي خلال حفل تكريم ليزي ناصر في جمعية الشابات المسيحية في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",color photographs,eng|~|ara,still image,,,,"[31.768319,35.21371]",,ywca تكريم ليزي ناصر|~|Honoring Lizzie Nasser,image/jpeg,6702,4572,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/94876_ca_object_representations_media_56891_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/8/36214_ca_object_representations_media_56891_original.jpg,https://palarchive.org/index.php/Detail/objects/84685/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:28,9 March 2021 at 11:48:52,A colour photograph of Layla Tarazi at the YWCA in the city of Jerusalem.,صورة ملونة تظهر فيها ليلى ترزي خلال حفل تكريم ليزي ناصر في جمعية الشابات المسيحية في مدينة القدس.,color photographs,ywca تكريم ليزي ناصر,Honoring Lizzie Nasser,
